,구상권코드,상권코드명,행정동코드
1475,2130261,성대전통시장(성대시장),11590550
1476,2130027,명동지하쇼핑센터(소공동지하쇼핑센터),11140550
1477,2130287,삼성동 시장(삼성동시장),11620745
1478,2130080,자양종합시장(기능상실),11215830
1479,2130105,장미제일시장(중화동제일시장),11260610
1480,2130075,노룬산시장(노룬산골목시장),11215847
1481,2130044,에리어식스(벨포스트),11140610
1482,2130071,성수역 골목형상점가,11200690
1483,2130118,정릉골 골목형상점가,11290650
1484,2130123,꿈의숲 장곡 골목형상점가,11290760
1485,2130242,대림중앙 골목형상점가,11560710
1486,2130264,상도약수골목형상점가,11590560
1487,2130290,영림시장,11620595
1488,2130282,난곡 골목형상점가,11620775
1489,2130326,고덕 골목형상점가,11740560
1490,2130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",11260565
1491,2130012,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",11110630
1492,2130302,강남시장(강남구 강남시장),11680510
1493,2130246,영등포청과시장(조광시장),11560550
1494,2130028,을지입구지하상가(을지로지하보도쇼핑센터),11140550
1495,2130155,시영B상가(중계 그린아파트 B 상가),11350625
1496,2130047,테크노상가(엘리시움),11140615
1497,2130037,청계5가쇼핑센터(청계5가지하쇼핑센터),11140605
1498,2130267,본동인정시장(기능상실),11590510
1499,2130274,사당1동먹자골목상점가(사당1동먹자골목),11590620
1500,2130084,신성시장(신성골목시장),11215770
1501,2130128,돌곶이시장(석관황금시장),11290810
1502,2130087,경동광성상가(경동시장),11230545
1503,2130276,신림중앙시장(조원동 펭귄시장),11620725
1504,2130035,방산종합시장(방산시장),11140605
1505,2130041,신평화패션타운(청계6가 지하도상가),11140610
1506,2130120,돈암시장(돈암제일시장),11290555
1507,2130273,남성사계시장(남성시장),11590630
1508,2130135,수유중앙골목시장(수유중앙시장),11305630
1509,2130236,비단길현대시장(현대시장),11545670
1510,2130315,문정동 로데오거리 상점가(문정동 로데오거리),11710641
1511,2130177,인왕시장(홍제골목형상점가),11410640
1512,2130007,광장시장(광장전통시장),11110615
1513,2130208,목동깨비시장(목3동시장),11470530
1514,2130069,"한양대앞상점가(한양시장, 왕십리맛골목)",11200550
1515,2130165,"대림골목시장(대림시장, 양지시장)",11380600
1516,2130137,"수유전통시장(수유시장, 수유골목시장)",11305610
1517,2130200,"신월7동 골목시장(약수시장, 우성상가)",11470611
1518,2130055,"황학시장(서울중앙시장, 신중앙시장)",11140670
1519,2130038,"평화시장(통일상가, 동화상가)",11140590
1520,2130221,"남부골목시장(남부화곡시장, 남부시장)",11500570
1521,2130083,"중곡제일시장(중곡제일골목시장, 광성시장)",11215740
1522,2130224,개봉프라자(고척근린시장),11530730
1523,2130024,남대문시장(자유상가),11140540
1524,2130022,숭례문수입상가(남대문시장),11140540
1525,2130103,이경시장,11230720
1526,2130235,대명여울빛거리시장(대명시장),11545670
1527,2130100,답십리시장,11230610
1528,2130094,청량리청과물시장,11230545
1529,2130201,월정로시장,11470560
1530,2130307,도곡시장,11680650
1531,2130322,고분다리전통시장,11740620
1532,2130148,방학동도깨비시장,11320700
1533,2130317,마천중앙시장,11710550
1534,2130257,영등포시장기계공구상가,11560535
1535,2130293,봉천중앙시장,11620615
1536,2130032,인현시장,11140590
1537,2130158,상계역전종합상가,11350670
1538,2130291,봉천제일종합시장,11620595
1539,2130182,영천시장,11410520
1540,2130210,목2동시장,11470520
1541,2130129,장미원골목시장,11305645
1542,2130015,창신골목시장,11110680
1543,2130262,상도도깨비 골목형상점가,11590540
1544,2130130,수유북부골목시장,11305660
1545,2130008,종오지하쇼핑센터,11110615
1546,2130114,유영시장,11260660
1547,2130216,화곡중앙시장,11500540
1548,2130252,영등포로타리지하도상점가,11560535
1549,2130086,서울약령시장,11230545
1550,2130056,용산용문시장,11170590
1551,2130053,백학시장,11140650
1552,2130204,경창시장,11470570
1553,2130318,로데오거리상점가,11740610
1554,2130285,서원동상점가,11620645
1555,2130104,전곡시장,11230660
1556,2130243,도림시장,11560585
1557,2130004,낙원시장(낙원지하시장(대일상가)),11110615
1558,2130250,삼구시장(로타리상가),11560535
1559,2130072,성동용답상가시장,11200790
1560,2130212,공항시장,11500640
1561,2130281,우림시장,11620775
1562,2130314,풍납시장,11710510
1563,2130312,석촌시장,11710600
1564,2130304,신사상가,11680545
1565,2130179,"이화여대 3,5,7길 상점가",11410585
1566,2130078,화양제일골목시장,11215710
1567,2130289,봉일시장,11620605
1568,2130102,이문제일시장,11230750
1569,2130058,이촌종합시장,11170630
1570,2130057,만리시장,11170555
1571,2130237,박미시장(기능상실),11545690
1572,2130259,대신시장,11560630
1573,2130306,강남언주로,11680640
1574,2130323,둔촌역전통시장,11740660
1575,2130127,석관시장,11290810
1576,2130014,동문시장,11110670
1577,2130106,중랑동부시장,11260520
1578,2130064,금남시장,11200615
1579,2130150,창동골목시장,11320513
1580,2130300,강남터미널지하도상점가3구역,11650581
1581,2130121,길음시장,11290660
1582,2130097,답십리 건축자재시장,11230600
1583,2130268,상도전통시장,11590530
1584,2130292,봉천현대시장,11620605
1585,2130303,영동전통시장,11680521
1586,2130134,"솔샘시장(미아6,7동골목시장)",11305575
1587,2130163,응암오거리상점가,11380600
1588,2130223,고척근린시장,11530730
1589,2130101,답십리현대시장,11230600
1590,2130298,강남터미널지하도상점가2구역,11650581
1591,2130169,대조시장,11380570
1592,2130247,우리시장,11560700
1593,2130160,수일시장,11380650
1594,2130074,영동교골목시장,11215847
1595,2130067,왕십리도선동상점가,11200535
1596,2130192,동진시장,11440710
1597,2130215,대원종합시장,11500560
1598,2130198,아현시장,11440555
1599,2130010,종로신진시장,11110630
1600,2130109,묵1동도깨비시장,11260620
1601,2130280,신림종합시장,11620685
1602,2130256,신동시장,11560650
1603,2130013,동대문상가A동,11110670
1604,2130271,남성역골목시장,11590650
1605,2130070,뚝섬역상점가,11200660
1606,2130251,영등포시장지하도상점가,11560535
1607,2130279,관악신사시장,11620685
1608,2130229,남구로시장,11530530
1609,2130061,이태원시장,11170650
1610,2130034,필동 골목형상점가,11140570
1611,2130046,team204(팀204),11140615
1612,2130270,흑석시장,11590605
1613,2130151,신도봉시장,11320521
1614,2130188,합정시장,11440680
1615,2130301,양재시장,11650651
1616,2130206,신정3동 골목시장,11470640
1617,2130062,보광시장,11170700
1618,2130122,밤나무골시장,11290715
1619,2130040,남평화시장,11140610
1620,2130284,관악종합시장(신원시장),11620655
1621,2130269,강남시장(동작구 강남시장),11590530
1622,2130023,남대문로 지하상가(남대문지하쇼핑센터),11140520
1623,2130156,시영2단지 무지개종합상가(중계 무지개2단지아파트상가),11350625
1624,2130045,광희패션몰,11140610
1625,2130176,유진상가,11410660
1626,2130017,동대문상가C동,11110670
1627,2130175,신촌 상인회(신촌상점가),11410585
1628,2130205,신곡종합시장(신월6동 골목시장),11470610
1629,2130209,목사랑시장(목4동시장),11470540
1630,2130081,자양골목전통시장(자양골목시장),11215820
1631,2130036,중부시장(신중부시장),11140590
1632,2130093,동서시장,11230545
1633,2130234,푸른터시장(기능상실),11545630
1634,2130295,인헌시장(원당종합시장),11620625
1635,2130172,모래내시장(서중시장),11410690
1636,2130286,신신림시장(삼성동시장),11620745
1637,2130139,강북종합전통시장(강북종합골목시장),11305630
1638,2130214,송화벽화시장(송화골목시장),11500611
1639,2130052,서울중앙시장(신중앙시장),11140670
1640,2130110,면목골목시장(면목시장),11260570
1641,2130227,고척골목시장상점가(그라운드 고척),11530720
1642,2130288,신림현대종합상가,11620665
1643,2130162,증산골목시장,11380640
1644,2130272,사당시장,11590650
1645,2130239,양남시장,11560610
1646,2130115,우림골목시장,11260655
1647,2130143,방천골목시장,11305545
1648,2130029,명동역지하도상가,11140550
1649,2130248,영등포역지하도상점가,11560515
1650,2130042,약수시장,11140635
1651,2130238,은행나무시장,11545710
1652,2130219,까치산시장,11500593
1653,2130068,마장축산물시장,11200540
1654,2130226,고척프라자,11530720
1655,2130119,정릉아리랑시장,11290630
1656,2130325,명일전통시장,11740530
1657,2130159,공릉동 도깨비시장,11350595
1658,2130090,청량리종합시장,11230545
1659,2130142,강북북부시장,11305590
1660,2130085,용두시장,11230536
1661,2130050,청평화시장,11140615
1662,2130170,제일시장,11380570
1663,2130092,청량리농수산물시장,11230545
1664,2130099,전농로터리시장,11230560
1665,1001492,명동 남대문 북창동 다동 무교동 관광특구,11140520
1666,1001493,동대문패션타운 관광특구,11140590
1667,1001494,종로?청계 관광특구,11110615
1668,1001495,잠실 관광특구,11710566
1669,1001496,강남 마이스 관광특구,11680580
1670,1001491,이태원 관광특구,11170650
