,버스정류장ARS번호,역명,00시~06시승하차총승객수,06시~11시승하차총승객수,11시~14시승하차총승객수,14시~17시승하차총승객수,17시~21시승하차총승객수,21시~24시승하차총승객수
11369,38115,광명경찰서(00008),831,5104,3475,3102,3740,1180
11370,38071,철산현대아파트(00024),77,1124,593,840,1247,556
11371,38068,광복시장.철산두산위브아파트(00068),119,1102,675,1215,2291,930
11372,38255,철산교(00067),90,440,245,339,318,120
11373,38001,철산교(00015),236,595,352,654,649,191
11374,38078,광복시장.철산두산위브아파트(00004),185,1237,743,517,682,164
11375,38084,철산현대아파트(00013),163,2167,989,1012,1078,298
11376,38175,소하초중고등학교(00049),170,2378,1339,1909,3130,1302
11377,38166,아파트형공장(00008),425,3341,1481,1534,1953,741
11378,38151,하안주공8.13단지(00007),386,4867,1702,1156,1190,284
11379,38611,철산역.광명경찰서(00089),1192,4273,2812,4735,9356,4926
11380,38056,영서전력소(00073),8,982,280,201,185,64
11381,38025,광남새마을금고(00067),207,1809,1101,1651,2953,1333
11382,38008,광명사거리역(00065),328,10944,4501,5287,6664,2131
11383,38021,한진아파트(00013),1060,7766,2944,3540,5358,926
11384,38058,밤일로사거리(00005),3,183,181,336,483,83
11385,38222,광명시여성비전센터(00057),579,3066,2410,3159,6065,2936
11386,38192,수자원공사광명가압장(00082),117,502,425,517,933,585
11387,38133,광명우체국(00079),446,2704,1562,2113,4567,2019
11388,38016,광명사거리역(00016),2384,11474,11055,14082,21701,6579
11389,38032,새마을시장(00011),1448,7451,2792,2627,3518,1096
11390,38049,명문고등학교(00010),655,3215,964,1034,1210,244
11391,38053,광남사거리.광명교육청(00008),1107,5921,2031,2718,4711,448
11392,38060,원광명(00007),24,383,539,801,899,76
11393,38233,가락골(00004),36,238,220,409,828,121
11394,38234,원노온사(00003),51,652,445,547,820,78
11395,38235,온신초등학교(00002),37,1167,1003,1466,3078,285
11396,38241,사들(00110),8,199,82,81,201,40
11397,38239,동창골(00098),16,362,187,218,320,88
11398,38237,장절리(00108),19,560,236,292,373,42
11399,38003,철산리버빌아파트(00010),1085,4251,1844,2265,5371,2263
11400,38160,광명농협(00004),621,6460,1731,1397,1884,780
11401,38161,하안소방파출소(00003),457,6505,1462,1383,2032,772
11402,38195,수자원공사광명가압장(00018),286,2727,1359,1643,2593,695
11403,38172,갑종주유소(00017),83,531,306,528,571,87
11404,38204,소하성당(00016),56,461,293,211,378,54
11405,38197,설월리마을(00018),39,414,272,261,286,47
11406,38218,소하2동행정복지센터.광명동굴길입구(00015),1326,9527,3527,3882,5031,1709
11407,38620,기형도문학관.황용사(00010),50,1242,601,1340,2795,837
11408,38211,호봉골(00011),557,6266,1763,1845,2816,797
11409,38227,이케아.롯데아울렛.광명점(00061),397,1642,3540,3911,5028,1366
11410,38057,광명돔경륜장(00071),10,2066,1729,780,295,37
11411,38155,가림중학교(00086),19,347,192,177,231,89
11412,38069,철산우성아파트(00070),10,81,85,139,228,117
11413,38076,철산우성아파트(00002),153,493,184,129,136,9
11414,38236,원가학(00096),42,685,283,303,372,91
11415,38246,원가학(00006),64,728,417,630,1090,87
11416,38252,뒷골(00106),62,763,315,332,559,231
11417,38202,창의경영고(00017),73,463,288,343,411,174
11418,38198,창의경영고(00097),38,252,222,323,597,196
11419,38203,기아자동차후문.한소망교회(00096),47,580,273,493,718,280
11420,38217,기아자동차후문.한소망교회(00018),50,677,355,769,718,270
11421,38182,기아사거리(00020),21,240,120,263,196,83
11422,38188,기아자동차출하사무소(00094),47,186,142,199,211,91
11423,38648,기아자동차입구(00093),6,110,64,66,79,9
11424,38647,기아교차로(00021),57,327,85,167,136,64
11425,38650,소하7단지(00092),38,1649,304,468,914,191
11426,38649,광명테크노파크(00022),66,2286,720,1170,2969,573
11427,38677,소하단독필지(00090),155,1739,875,1181,1928,788
11428,38696,신촌마을아파트(00024),126,1490,672,750,1316,376
11429,38114,광명성애병원(00009),222,2655,1834,2168,2764,542
11430,38181,가리대.소하3단지.소하상업지구(00050),300,4166,2610,3008,4701,2122
11431,38678,소하6단지(00091),71,1915,688,876,1265,428
11432,38695,신촌마을아파트2단지(00023),203,1854,654,926,1209,356
11433,38538,광명국민체육센터(00012),1,94,67,185,204,76
11434,38698,광명국민체육센터(00025),0,299,95,90,94,39
11435,38527,기아대교(00006),11,198,172,162,316,82
11436,38506,기아대교(00025),20,349,127,161,162,33
11437,38643,하안1동주민센터(00092),595,2866,1923,2838,5302,3091
11438,14305,하안1동주민센터(00005),1015,7305,2650,2456,2469,605
11439,38118,광명사회체육센터(00010),174,1561,1421,1317,1236,305
11440,38125,철산역(00011),325,3306,2781,3881,4834,2026
11441,38173,신촌마을(00048),754,5464,3675,4416,8677,4068
11442,38514,기아자동차남문.광명역세권1단지(00029),168,1526,896,1328,2155,633
11443,38518,광명역세권1단지후문(00019),390,2557,965,877,1008,399
11444,38625,밤일마을(00069),50,1065,585,632,1152,827
11445,38200,코스트코광명점(00103),141,946,1059,1069,1424,464
11446,38628,KTX광명역8번출구(00063),203,1850,1296,1616,2332,895
11447,38697,신촌마을(00025),1481,11371,5241,5596,8315,2481
11448,38537,도덕초등학교(00028),0,150,62,108,82,18
11449,38536,철산주공8단지(00027),0,458,244,491,386,51
11450,38507,도덕초등학교(00009),1,212,127,120,222,32
11451,38526,하안주공14단지(00019),54,537,489,624,989,502
11452,38525,기아자동차출하장(00005),4,48,36,51,59,69
11453,38523,하안주공13단지(00034),134,1489,1456,1968,4229,2136
11454,38522,기아자동차정문(00004),20,56,140,382,251,149
11455,38510,기아자동차정문(00027),148,367,142,259,90,32
11456,38509,철산주공10단지(00010),8,956,241,345,498,166
11457,38504,개봉한진APT후문(00011),11,970,365,420,600,173
11458,38535,현충근린공원(00026),0,1235,581,796,765,236
11459,14442,양지사거리.체육공원(00094),50,338,194,207,261,156
11460,38520,메모리얼파크(00003),0,5,10,23,12,1
11461,38516,성채안로입구삼거리(00030),555,3261,1519,1967,3254,1025
11462,38512,메모리얼파크(00028),50,210,131,195,347,166
11463,38508,기아자동차출하장(00026),128,305,83,290,50,9
11464,38505,진성학원앞(00012),3,535,303,286,267,55
11465,38503,하안주공12.14단지입구(00005),280,4512,1248,616,431,102
11466,38502,천일택배앞(00010),21,213,121,176,230,71
11467,38501,대상APT(00009),35,1777,671,704,846,177
11468,38500,남부주유소(00008),2,167,66,111,122,26
11469,38676,신촌마을(00089),166,1466,1016,1258,1869,684
11470,14328,광명차고지(00001),99,1001,1681,2382,2525,1014
11471,38608,광명공영차고지종점(00056),32,1088,1581,1034,1048,745
11472,38215,광명역데시앙.일직동행정복지센터(00009),8,94,170,318,654,260
11473,38216,광명역써밋플레이스정문(00010),14,390,202,413,665,606
11474,38209,KTX광명역3번출구(00008),99,1418,1152,2047,3792,1624
11475,38231,온신초등학교앞(00070),28,1849,618,587,1024,211
11476,38254,노온사동차고지(00001),86,615,415,931,2709,102
11477,38249,노온사동차고지(00112),19,1128,231,274,487,75
11478,38104,주공7단지(00013),177,1327,725,898,967,145
11479,38066,철산1동주민센터(00078),53,46,59,147,187,158
11480,38105,모세로삼거리(00005),432,2278,1009,1141,1109,208
11481,38085,모세로삼거리.광명시보훈회관(00086),142,1598,831,1142,1732,930
11482,38102,철산주공8단지(00061),87,843,529,810,1085,662
11483,38095,철산우체국(00071),152,1767,917,1514,1705,907
11484,38127,철산9단지우체국앞(00007),237,1977,844,1552,1051,212
11485,38128,철산동13단지후문앞(00008),131,1429,595,509,463,95
11486,38126,광성초교(00009),82,1173,944,1123,1791,245
11487,38111,철산주공12단지(00082),20,178,126,214,247,123
11488,38092,철산주공9단지(00083),88,454,98,127,162,119
11489,38073,세풍운수종점(00001),50,60,51,75,63,24
11490,38067,세풍운수종점(00071),106,181,148,161,115,15
11491,38120,철산교앞(00081),143,435,297,363,693,581
11492,35011,양조장입구(00094),25,476,197,261,362,96
11493,35012,원당중학교(00095),33,642,248,251,434,117
11494,35013,원당중학교(00014),54,473,314,514,525,66
11495,35462,맨돌(00034),150,898,341,352,719,152
11496,35618,능곡화원(00033),51,586,172,223,312,92
11497,35621,대곡역(중)(00019),383,3076,1240,1608,3546,1482
11498,35389,고양경찰서앞.고양어린이박물관앞(00105),639,2922,1127,1119,1633,790
11499,35391,별빛마을8단지.롯데마트(00099),1185,3320,2424,2756,4550,2418
11500,35390,화정역.롯데마트(00024),1544,4241,3805,4989,7038,3584
11501,35388,고양경찰서앞.고양어린이박물관앞(00023),1136,3795,1978,2739,5011,2316
11502,35234,응달촌(00129),5,75,28,34,53,39
11503,35181,고양동삼거리(00039),312,1501,495,518,1100,525
11504,35192,푸른마을10단지(00038),275,661,341,544,1202,769
11505,35226,신성빌라.동익아파트(00037),504,745,476,509,1750,990
11506,35241,고양동사거리(00036),238,666,568,737,1694,641
11507,35243,고양동시장(00035),538,2104,1556,1609,3203,1388
11508,35605,고양현대아파트(00034),481,1429,878,1111,2597,1322
11509,35200,응달촌(00033),69,243,294,339,852,311
11510,35195,빈정동(00032),12,77,77,69,166,41
11511,35217,선유동입구(00031),86,307,432,189,338,173
11512,35187,부대앞(00030),18,251,154,101,196,52
11513,35207,벽제역(00029),81,412,195,128,256,138
11514,35185,대자삼거리(00028),38,187,79,97,196,116
11515,35023,윗배다리(00019),6,79,56,88,82,30
11516,35004,원릉역(00018),83,574,194,193,234,116
11517,35001,고양시청(00016),33,506,214,229,386,171
11518,35014,성사2동주민센터(00075),249,1246,453,604,813,409
11519,35641,고양어울림누리.달빛동부아파트(00044),284,1891,838,749,1053,578
11520,35394,화정1동주민센터(00028),582,2987,1349,1468,2016,989
11521,35385,명지병원.은빛마을5단지(00042),593,3145,1513,1921,2791,1522
11522,35402,단독주택단지(00026),588,2464,1141,1419,2344,1403
11523,35602,덕양구청(00025),771,2026,1326,1835,3056,1738
11524,35633,행신동(중)(00071),1482,7593,4046,5379,9563,4805
11525,35370,소만초등학교.소만마을8단지(00029),57,1196,418,417,493,141
11526,35365,무원고교(00028),78,1100,427,537,519,263
11527,35358,행신동삼거리.무원마을10단지(00027),294,2592,1397,1532,1846,914
11528,35361,토당초등학교.우창프라자(00026),69,626,344,481,747,442
11529,35362,토당초등학교.우창프라자(00077),70,648,332,343,504,190
11530,35366,행신동삼거리(00076),177,1034,590,606,896,537
11531,35360,행신SK뷰아파트(00075),434,1676,1124,1277,2300,1050
11532,35374,무원고교(00074),143,546,467,549,1011,314
11533,35380,가라뫼.한전앞(00073),236,1000,731,859,1858,814
11534,35103,삼송역(00065),154,2786,742,891,854,225
11535,35068,신원당마을입구(00032),1970,11964,5717,5940,8407,3124
11536,35073,신원당마을7단지(00046),511,1925,845,1006,1244,532
11537,35072,신원당마을7단지(00092),472,892,542,677,1122,583
11538,35067,신원당마을입구(00084),1689,5784,3468,4340,7039,3847
11539,35601,화정역.덕양구청(00030),1072,4116,2871,3245,4649,1788
11540,35397,단독주택단지(00102),927,3877,1745,1828,2756,1356
11541,35393,달빛신안아파트.명지병원(00028),441,3050,1458,1806,2555,910
11542,35395,화정1동주민센터(00100),622,4907,2005,2337,2985,1364
11543,35642,고양어울림누리.달빛동부아파트(00094),264,1490,1036,916,1604,740
11544,35015,성사2동주민센터(00098),99,963,452,453,749,296
11545,35017,고양시청(00085),25,298,170,161,305,88
11546,35720,주교동.원릉방앗간(00084),26,310,102,111,141,95
11547,35005,원릉역(00082),87,370,226,282,367,170
11548,35021,윗배다리(00081),35,190,134,135,166,98
11549,35009,고양시청.덕양구보건소(00086),32,283,181,227,342,172
11550,35010,고양시청.덕양구보건소(00015),71,612,323,282,388,143
11551,35627,서정마을(중)(00071),630,3958,2484,3598,6910,2672
11552,35630,화도교(중)(00071),60,632,323,460,850,248
11553,35628,화전역앞(중)(00061),380,1751,1412,2059,2904,1043
11554,35622,항공대입구(중)(00069),330,3263,2071,2882,2822,976
11555,35624,덕은동(중)(00068),243,2744,1373,1506,2520,1060
11556,35625,덕은동(중)(00042),428,5428,2328,2291,2557,894
11557,35623,항공대입구(중)(00039),377,3455,2064,2401,2554,900
11558,35629,화전역앞(중)(00026),283,3832,1863,1573,1990,619
11559,35631,화도교(중)(00038),132,1363,657,554,811,187
11560,35632,서정마을(중)(00037),615,5705,2291,1984,3052,1162
11561,35377,가라뫼.소만마을1단지(00030),105,1400,603,672,780,391
11562,35233,세원마을입구(00136),47,185,74,106,158,39
11563,35190,서울시립승화원(00135),112,622,529,671,680,261
11564,35184,대자삼거리(00134),50,130,102,144,165,65
11565,35186,벽제역(00133),76,343,198,171,233,87
11566,35208,부대앞(00132),55,110,95,107,214,55
11567,35218,선유동입구(00131),29,204,183,497,522,214
11568,35196,빈정동(00130),48,286,117,138,181,65
11569,35222,현대아파트(00128),210,1162,407,516,440,176
11570,35197,고양동시장(00126),465,3048,1383,1567,1770,653
11571,35191,고양동사거리(00125),409,1436,685,824,960,336
11572,35202,신성빌라.동익아파트(00124),752,2247,724,671,766,256
11573,35180,푸른마을10단지(00123),96,681,287,278,290,101
11574,35182,고양동삼거리(00122),527,2408,840,1004,947,236
11575,35289,신주택(00085),8,313,133,106,162,32
11576,35276,삼성당(00053),15,404,300,315,517,272
11577,35278,삼성당다리(00052),41,603,350,322,525,151
11578,35296,삼화연립(00081),229,2503,1060,1065,1907,876
11579,35299,능곡초등학교(00080),567,2459,1252,1736,4132,2258
11580,35345,능곡역.능곡시장(00049),980,3346,2131,2472,5192,2664
11581,35350,능곡전화국(00078),477,1843,873,1113,2857,1287
11582,35355,능곡전화국(00025),304,1417,659,644,1130,579
11583,35344,능곡시장(00023),497,3374,1801,1778,2635,1013
11584,35292,능곡초교(00022),606,4854,1966,1819,2092,1026
11585,35277,삼화연립(00021),394,2872,1051,1287,2214,1120
11586,35297,삼성당다리(00020),95,475,383,612,942,486
11587,35298,삼성당(00019),82,524,461,415,756,193
11588,35287,신주택(00017),11,232,87,68,99,67
11589,35620,대곡역(중)(00101),267,3992,1461,1479,3083,1291
11590,35619,능곡화원(00047),58,517,203,325,832,366
11591,35461,맨돌(00046),87,581,246,356,847,285
11592,35614,행주산성입구.행주내동(00035),90,623,347,410,616,129
11593,35209,서울시립승화원(00027),233,1250,648,482,947,351
11594,35232,세원마을입구(00026),22,201,123,105,163,47
11595,35029,신원마을1단지.신원중(00025),175,812,283,395,672,556
11596,35119,삼송주택앞(00022),83,406,310,409,1000,347
11597,35118,삼송역사거리.지축차량기지입구(00021),338,1268,578,573,1290,682
11598,35135,삼송테크노밸리(00003),154,611,163,198,665,116
11599,35159,동산동능모퉁이.한국지역난방공사(00080),478,4043,1080,1256,2469,890
11600,35160,동산동능모퉁이.한국지역난방공사(00057),1020,5463,1637,2340,6809,1122
11601,35136,삼송테크노밸리(00143),112,539,178,197,227,52
11602,35105,삼송역사거리.지축차량기지입구(00141),714,2618,1307,1283,1487,439
11603,35104,삼송주택앞(00140),432,888,395,394,518,136
11604,35027,신원마을3단지(00139),721,1323,609,544,838,633
11605,35663,신원마을1단지.신원중(00137),373,1709,592,761,798,280
11606,35398,옥빛마을16단지(00067),89,593,295,425,749,332
11607,35089,효자치안센터(00023),73,1024,539,903,793,178
11608,35101,관세농원앞(00022),3,70,128,250,298,98
11609,35087,제3697.공병부대(00021),3,77,116,345,224,24
11610,35098,효자비(00020),2,49,184,517,467,33
11611,35095,효자2통(00019),2,138,139,467,327,13
11612,35096,사기막골(00018),0,157,136,226,271,26
11613,35082,노고산동원훈련장(00017),3,293,58,63,118,4
11614,35099,상미조경(00016),0,33,18,35,10,2
11615,35077,지축예비군훈련장(00015),0,66,22,1547,81,1
11616,35100,지축예비군훈련장(00096),7,1519,62,138,145,65
11617,35084,상미조경(00095),0,109,18,17,8,4
11618,35078,노고산동원훈련장(00095),29,118,48,25,90,46
11619,35085,사기막골(00094),4,266,144,113,109,65
11620,35079,효자2통(00092),4,1094,496,110,90,50
11621,35081,효자비(00091),1,707,565,133,147,10
11622,35092,제3697.공병부대(00091),1,296,240,73,56,20
11623,35102,관세농원앞(00090),1,230,228,98,136,13
11624,35090,효자치안센터(00088),34,404,442,315,333,128
11625,35070,원당역(00095),1258,9445,4958,7013,13499,7071
11626,35044,흥도동주민센터(00090),71,238,150,173,349,181
11627,35046,훼릭스(00088),24,119,77,77,108,59
11628,35041,가시골(00087),526,1230,592,729,1068,740
11629,35039,원흥동(00086),869,278,222,421,919,590
11630,35117,삼송마을16.17단지(00006),96,506,108,163,276,123
11631,35121,세수동(00005),93,322,150,157,316,105
11632,35122,세수동(00064),75,1676,413,352,334,118
11633,35112,삼송마을20단지(00063),111,415,179,251,279,170
11634,35040,원흥동(00052),263,606,270,291,367,222
11635,35042,가시골(00031),232,1138,676,733,904,346
11636,35043,훼릭스(00050),79,202,175,263,330,203
11637,35047,흥도동주민센터(00049),60,262,123,175,249,94
11638,35071,원당역(00028),881,11325,4491,4318,5595,1665
11639,35120,삼송역(00004),244,815,570,893,2340,786
11640,35615,행주산성입구.행주내동(00045),54,533,392,474,1003,437
11641,35636,고양경찰서.토당청소년수련관(중)(00006),1943,12504,5164,5811,9901,4868
11642,35637,행신초등학교(중)(00021),1979,16053,5738,5738,8531,3834
11643,35634,행신동(중)(00022),1201,9605,4119,3967,5545,2709
11644,35626,행신초등학교(중)(00074),1930,9417,4819,6280,12352,5397
11645,35635,고양경찰서.토당청소년수련관(중)(00073),1575,9235,4262,4353,8786,3655
11646,35303,섬말다리(00024),17,548,322,360,521,93
11647,35002,고양시청(00093),148,1485,644,762,1535,646
11648,35024,고양시청(00026),266,1693,758,898,1584,424
11649,19705,힐스테이트삼송역(00142),301,736,306,325,486,267
11650,19706,삼송역현대헤리엇아파트(00020),435,584,303,325,821,405
11651,35313,DMC리버파크자이(00043),333,2484,950,1655,4024,2480
11652,35312,DMC리버파크자이(00020),159,2699,1161,1414,1595,525
11653,35031,신원마을3단지(00023),251,1200,749,897,2418,1122
11654,35300,섬말다리(00086),30,516,264,315,689,226
11655,35055,성사고등학교(00020),87,1055,385,639,831,154
11656,35064,원당래미안아파트(00079),194,704,290,430,986,529
11657,35056,원당대림아파트(00021),91,1021,456,429,425,161
11658,35062,세창짜임아파트(00022),148,886,766,733,978,244
11659,35065,동양쇼핑.원당시장후문(00078),228,766,578,806,1285,684
11660,35066,원당약국.원당시장정문(00077),240,1350,1162,1425,1408,504
11661,35063,체육공원앞(00080),10,59,60,65,73,25
11662,35061,명승세도나빌딩(00023),118,492,602,667,945,579
11663,35686,능곡역(00024),194,2111,698,697,1044,372
11664,35651,용두동(00074),16,257,202,252,583,303
11665,35421,대덕동주민센터(00061),176,2526,738,1025,2536,958
11666,35446,대덕동주민센터(00003),229,2952,1066,1476,1887,472
11667,35128,서오릉길교차로(00088),85,2280,1744,1261,1505,471
11668,35133,부대앞(00003),46,717,580,691,826,85
11669,35130,용두2리(00068),129,1760,927,747,859,318
11670,35650,도래울마을7단지(00075),52,946,534,775,1850,1076
11671,35693,원당초등학교입구(00017),58,506,143,145,161,105
11672,35694,원당초등학교입구(00083),37,436,163,232,369,155
11673,35644,도래울마을7단지(00035),186,1765,659,523,618,144
11674,35003,양조장(00025),58,852,308,260,570,215
11675,35033,달걀부리마을(00033),277,1436,618,740,933,300
11676,35045,달걀부리마을(00085),329,493,277,448,960,423
11677,35162,삼송교(00034),128,1261,401,421,454,168
11678,35158,삼송교(00085),133,537,255,340,851,448
11679,35171,동산고등학교(00035),121,1424,754,738,821,322
11680,35123,동산고등학교(00083),214,898,499,694,1572,684
11681,35170,동산마을22단지(00036),999,6170,2595,2260,2476,901
11682,35145,동산마을22단지(00083),620,1720,982,1760,3209,2021
11683,35173,용사촌입구.밥할머니공원앞(00080),784,3252,3544,3684,4429,1749
11684,35174,용사촌입구(00058),581,2937,1083,1720,2507,1316
11685,35035,흥도동주민센터(00094),46,943,552,601,980,400
11686,35048,원흥주유소(00081),51,348,191,239,353,134
11687,35034,원흥주유소(00035),88,669,332,387,529,284
11688,35051,원흥도래울마을(00092),1090,3958,1831,2464,4802,3001
11689,35050,원흥도래울마을(00030),839,9625,2429,2612,4527,1726
11690,35142,기점용두동(00001),20,160,120,115,265,29
11691,35146,용두동종점(00072),58,302,93,107,151,57
11692,35157,용두사거리(00071),11,189,80,88,41,27
11693,35140,용두사거리(00002),6,76,62,101,143,40
11694,35134,용두사거리(00091),187,1052,587,700,949,506
11695,35138,용두사거리(00037),222,1190,652,750,1271,323
11696,35132,부대앞(00069),68,739,402,446,561,254
11697,35131,용두2리(00004),61,761,715,1014,1412,862
11698,35129,서오릉길교차로(00040),58,514,1308,2364,2664,1745
11699,35478,용두초등학교입구.금륜사앞(00066),103,1549,1082,1042,1103,298
11700,35477,용두초등학교입구.금륜사앞(00007),1,80,148,137,191,14
11701,35126,고려분재연구원.금륜사앞(00087),54,1748,1147,589,833,220
11702,35127,고려분재연구원.금륜사앞(00006),45,271,649,702,1089,611
11703,35156,용두초등학교앞(00067),56,693,315,397,591,145
11704,35163,용두초등학교앞(00006),11,776,453,621,673,106
11705,35137,시계입구가게앞검문소(00065),80,1193,1147,652,648,203
11706,35164,시계입구가게앞검문소(00043),39,526,617,1032,1059,565
11707,35161,용두5통앞(00003),83,802,400,419,506,117
11708,35155,용두5통앞(00070),47,359,257,253,358,213
11709,35167,용두6통앞(00004),67,554,285,285,597,26
11710,35154,용두6통앞(00069),58,545,287,301,398,232
11711,35439,항공대학교(00053),44,1319,565,614,716,205
11712,35434,현천동(00013),44,282,109,124,198,45
11713,35433,현천동(00050),13,399,182,174,282,152
11714,35430,현천동난점(00051),1,103,45,37,26,14
11715,35431,현천동난점(00012),1,88,25,52,99,14
11716,35438,양지말(00054),38,174,98,90,92,10
11717,35437,양지말(00052),83,259,177,165,229,116
11718,35661,영일자원(00049),3,58,37,33,53,13
11719,35660,영일자원(00014),1,14,10,11,2,0
11720,35658,현천동일신농장(00015),0,27,4,13,15,0
11721,35657,현천동일신농장(00048),0,12,22,12,18,4
11722,35656,덕은양묘장(00016),1,105,29,122,67,34
11723,35655,덕은양묘장(00047),1,218,28,25,26,8
11724,35316,DMC자이더포레리버뷰(00017),68,3075,541,844,558,198
11725,35317,DMC자이더포레리버뷰(00046),43,606,135,187,342,169
11726,35315,DMC리버시티자이(00045),280,805,384,814,2208,1611
11727,35314,DMC리버시티자이(00018),217,2233,890,1135,1191,340
11728,35280,DMC디에트르한강.삼정그린코아더베스트(00044),187,1342,459,828,1780,1052
11729,35279,삼정그린코아더베스트.DMC디에트르한강(00019),222,2429,764,1525,905,405
11730,35449,덕은동종점(00063),1,25,7,33,19,12
11731,35450,덕은동종점(00001),37,998,149,162,417,132
11732,35447,덕은동입구(00081),240,981,421,718,3268,1393
11733,35448,덕은동입구(00002),198,4604,934,1204,1232,145
11734,35424,쌍굴입구(00058),2,101,30,27,87,13
11735,35425,쌍굴입구(00005),1,18,27,56,102,86
11736,35426,부대앞(00057),4,215,94,37,74,10
11737,35427,부대앞(00006),5,120,37,78,128,46
11738,35428,현천동마트(00056),16,515,196,189,257,93
11739,35429,현천동마트(00007),119,244,164,218,285,105
11740,35451,양지말(00055),6,71,50,51,82,21
11741,35414,양지말(00008),3,12,10,39,51,14
11742,35183,국군고양병원(00121),27,640,277,452,498,43
11743,35210,국군고양병원(00040),48,753,193,112,175,57
11744,35175,큰골입구(00039),289,2463,817,657,857,204
11745,35566,도래울마을6.7단지(00034),59,1084,410,329,423,99
11746,35153,용두7통앞(00068),107,685,354,342,655,134
11747,35165,용두7통앞(00005),7,564,419,482,361,128
11748,35302,일산화훼단지(00054),8,115,88,80,112,48
11749,35301,일산화훼단지(00026),8,166,99,80,131,30
11750,35008,소만마을(00072),1380,5921,3969,5896,10982,4544
11751,35007,소만마을(00021),982,7759,3935,3777,5540,2558
11752,35687,고양중학교(00007),847,2489,774,872,1236,389
11753,35688,고양중학교(00062),288,498,404,685,973,655
11754,35689,고양동산초등학교(00008),531,3533,1061,1023,1556,393
11755,35690,고양동산초등학교(00061),309,2559,1114,1462,2410,1101
11756,35482,신원마을2.4단지(00024),178,512,343,429,1219,768
11757,35481,신원마을2.4단지(00138),546,1717,940,784,1332,725
11758,35649,도래울마을6.7단지(00076),37,516,493,655,1107,452
11759,35563,도래울마을5.6단지(00077),179,2888,1637,2330,4342,1987
11760,35562,도래울마을5.6단지(00033),460,4420,1837,2069,2627,837
11761,35561,도래울마을2.3단지(00078),137,2810,1200,1580,3257,1627
11762,35560,도래울마을2.3단지(00032),477,3876,1745,1273,1417,404
11763,35674,스타필드고양(00082),315,2178,5591,8059,9642,3938
11764,35711,스타필드고양(00037),248,2389,4347,7007,9473,3650
11765,35124,서오릉입구(00086),42,1210,1149,760,439,44
11766,35125,서오릉입구(00042),10,471,813,1572,916,80
11767,35476,항공대학교(00010),69,771,379,540,844,291
11768,57476,국민은행(00127),159,1038,423,415,413,162
11769,35537,도래울2단지상가(00031),334,2584,1196,1424,2112,718
11770,35026,도래울2단지상가(00079),94,2320,1105,1357,2678,1422
11771,35564,화랑교차로(00036),14,328,109,186,345,78
11772,35565,화랑교차로(00073),2,270,84,98,143,30
11773,35567,용두7통(00037),57,240,126,180,239,52
11774,35568,용두7통(00072),28,428,159,192,184,80
11775,63074,앵골.광성교회(00124),191,580,422,666,814,396
11776,36322,일산가구공단(00123),271,519,334,517,732,380
11777,63075,앵골.광성교회(00014),233,891,450,499,623,259
11778,36323,일산가구공단(00015),348,836,348,424,618,304
11779,36183,백석1동주민센터(00033),189,1000,385,480,1100,189
11780,36128,후곡동성아파트(00006),177,1840,769,1029,962,204
11781,36269,성저공원.대화동주민센터(00005),154,990,416,506,624,171
11782,36280,대진고등학교(00004),89,582,420,1226,799,197
11783,36297,청석궁.성석동감내(00107),84,449,193,246,312,226
11784,36613,식사동(00012),133,729,257,230,322,68
11785,36179,백석도서관.일산병원(00104),78,1005,602,671,558,243
11786,36180,백석도서관.일산병원(00034),101,685,359,352,340,120
11787,36182,백송마을1.2단지(00032),327,1140,465,483,747,478
11788,36657,두신마을(00126),246,438,104,104,224,221
11789,36714,성재공단입구(00076),68,339,48,83,70,49
11790,36645,덕이동문2차아파트(00075),351,325,221,466,1306,940
11791,36644,덕이동문2차아파트(00004),312,2675,922,551,515,109
11792,36715,성재공단입구(00003),5,35,71,83,208,7
11793,36656,두신마을(00002),84,328,146,284,539,46
11794,36653,우편집중국(00057),202,868,309,390,1255,781
11795,36654,우편집중국(00023),116,1197,259,269,389,132
11796,36551,일산역(00100),38,621,317,577,959,206
11797,36208,국립암센터(00011),408,3551,1574,1941,1982,584
11798,36136,초가집.저동고교(00010),220,1097,524,965,724,330
11799,36146,밤가시마을(00009),223,1851,757,846,1085,488
11800,36131,일산3동주민센터(00008),215,2075,710,940,981,345
11801,36129,후곡롯데아파트(00007),159,1782,858,1943,1781,951
11802,36257,연세프라자(00021),371,1262,596,733,976,616
11803,36256,장성중학교.대진고등학교(00003),340,1512,599,2167,983,330
11804,36348,철산아파트.탄현역앞(00003),652,1680,1036,1465,2160,929
11805,36313,서울도시가스(00121),351,527,371,660,1014,270
11806,36278,성저초등학교(00120),122,215,127,114,237,124
11807,36261,농수산물센타(00093),206,969,602,1171,1146,591
11808,36266,예비군훈련장.성저3.4단지(00117),19,71,33,19,32,25
11809,36692,일산서구청(00069),420,759,491,457,741,452
11810,36690,문촌마을(중)(00114),551,838,509,587,1303,653
11811,36665,일산동부경찰서(00112),5399,4232,2804,4182,8964,5930
11812,36664,일산동부경찰서(00026),4720,12517,5114,5569,8073,5214
11813,36272,농수산물센터(00011),207,1267,486,541,654,182
11814,36263,성저초등학교(00002),57,424,139,137,179,63
11815,36325,서울도시가스(00017),319,699,259,285,450,230
11816,36303,철산아파트.탄현역앞(00016),578,1957,1002,1152,1783,728
11817,36031,홀트학교(00097),68,319,229,237,284,164
