기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,점포수
2022,2,골목상권,2110057,황학코아루아파트,CS100010,커피-음료,7610,5698,1912,1140,1185,1189,1080,1104,1011,901,,1461,2563,1881,1582,123,2742,4751,155,2555,2577,1051,686,472,3
2022,2,골목상권,2110056,신당역 3번,CS100010,커피-음료,16255,11619,4636,2341,2178,2399,2329,2372,2598,2038,,2459,4567,4414,3979,836,6028,9783,123,5936,3984,1604,2607,1560,10
2022,2,골목상권,2110054,청구역 3번,CS100010,커피-음료,34037,24802,9235,4871,5137,4729,4650,5415,4586,4649,,6233,10894,7926,7750,1234,15736,18192,879,9204,11065,5803,5374,1604,9
2022,2,골목상권,2110052,장충초등학교,CS100010,커피-음료,12153,9224,2929,1536,2031,1894,1859,1904,1654,1275,11,2257,4048,3525,2300,12,4630,7134,227,3780,3091,2583,1488,598,4
2022,2,골목상권,2110049,장충단 고개,CS100010,커피-음료,39562,27457,12105,5239,5508,5652,5255,5803,6463,5642,31,2897,11216,10743,11999,2676,14879,23964,951,12079,12690,5954,4948,2220,12
2022,2,골목상권,2110048,장충동주민센터,CS100010,커피-음료,2563,2039,524,387,424,454,381,393,262,262,,399,1203,487,212,,1111,973,,811,712,186,231,143,6
2022,2,골목상권,2110047,다산성곽길,CS100010,커피-음료,3023,2091,932,318,405,389,425,554,548,384,,251,1368,948,451,5,1115,1908,,756,949,784,394,140,6
2022,2,골목상권,2110045,동대문역사문화공원역 5번,CS100010,커피-음료,465,357,108,62,71,80,81,63,90,18,,81,213,117,54,,312,99,,63,117,81,27,126,4
2022,2,골목상권,2110043,충무초등학교,CS100010,커피-음료,6888,6690,198,1241,1428,1337,1302,1382,181,17,,1163,4119,1320,286,,3720,2679,261,1675,1355,1046,1739,326,7
2022,2,골목상권,2110041,남산케이블카,CS100010,커피-음료,23787,16799,6988,3024,3513,3246,3453,3563,3917,3071,,1501,10669,7046,4389,182,8506,13899,544,6472,7124,4197,3167,901,11
2022,2,골목상권,2110040,중구회현체육센터(정화예술대남산캠퍼스),CS100010,커피-음료,2974,2906,68,492,554,441,748,671,34,34,,51,2538,284,67,,2209,553,,34,878,1371,318,162,*
2022,2,골목상권,2110038,경향신문사,CS100010,커피-음료,194029,161554,32475,29815,34573,32341,31886,32939,17734,14741,12,55738,80570,41991,15706,12,79872,101633,4435,29010,56303,54026,30362,7365,11
2022,2,골목상권,2110035,동묘앞역 2번,CS100010,커피-음료,27156,20511,6645,4264,4137,3836,3949,4325,3767,2878,27,4660,8736,7298,5993,442,13675,13296,775,10140,5977,3904,4381,1795,7
2022,2,골목상권,2110031,창신역 1번,CS100010,커피-음료,157,129,28,12,12,31,34,40,16,12,,39,49,57,12,,104,50,,23,42,15,54,19,3
2022,2,골목상권,2110028,이화달팽이길,CS100010,커피-음료,17160,11549,5611,2012,2565,1924,2419,2629,3822,1789,,1033,7143,5582,3370,32,6836,9563,50,4186,5318,3854,2122,872,18
2022,2,골목상권,2110027,혜화역 1번,CS100010,커피-음료,32624,17994,14630,3252,2994,4071,3889,3788,8590,6040,191,324,8499,10360,10849,2401,11489,20695,632,12842,10471,4316,3275,647,15
2022,2,골목상권,2110026,종로5가역 4번,CS100010,커피-음료,1396,1322,74,239,311,227,377,168,37,37,,466,525,349,19,,509,514,,89,145,125,366,297,*
2022,2,골목상권,2110024,혜회동주민센터,CS100010,커피-음료,14016,9295,4721,1855,1739,2052,1717,1932,2470,2251,11,1416,4798,4467,2890,434,3921,8027,124,3814,3287,2155,1644,923,15
